Data,IdPaese,IdFiscaleIVA,CAP,Comune,Provincia,Descrizione,Quantita,PrezzoUnitario,PrezzoTotale
2023-06-30,IT,7e308f24ef0b,40127,Bologna,BO,UOVA ALLEVATE ALL'APERTO X6,4,1.51,6.04
2023-06-30,IT,7e308f24ef0b,40127,Bologna,BO,LATTE CLAM DA AQ 1L REX,24,1.3,31.2
2023-06-30,IT,7e308f24ef0b,40127,Bologna,BO,BEV SOIA BARISTA UHT 1L STELO,4,1.49,5.96
2023-06-30,IT,7e308f24ef0b,40127,Bologna,BO,LATTE CLAM DA AQ 1L REX,12,1.3,15.6
2023-06-30,IT,7e308f24ef0b,40127,Bologna,BO,CIUFFO CUOMO 250G,6,1.45,8.7
2023-06-30,IT,7e308f24ef0b,40127,Bologna,BO,LATTE CLAM DA AQ 1L REX,12,1.3,15.6
2023-06-30,IT,7e308f24ef0b,40127,Bologna,BO,MOZZARELLA 125G X12 GRANAROLO,12,0.93,11.16
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 45 COCA COLA ZERO PET,1,8.76,8.76
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,LT1 LATTE MICROF INT MC*,10,1.02,10.2
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,LT1 LATTE MICROF INT MC*,10,1.02,10.2
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL.50 ACQUA PANNA NATURALEPET,1,7.68,7.68
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 45 COCA COLA PET,1,17.52,17.52
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 33 ICHNUSA NON FILTRATA  VP,1,21.12,21.12
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 45 COCA COLA PET,1,17.52,17.52
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 40 ESTATHE LIMONE PET,1,8.76,8.76
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 40 ESTATHE LIMONE PET,1,8.76,8.76
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 40 ESTATHE PESCA PET,1,8.76,8.76
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 40 ESTATHE PESCA PET,1,8.76,8.76
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHARDONNAY AA PILAT WALCH,1,6.99,6.99
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHARDONNAY AA PILAT WALCH,1,6.99,6.99
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHARDONNAY AA PILAT WALCH,1,6.99,6.99
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHARDONNAY AA PILAT WALCH,1,6.99,6.99
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHARDONNAY AA PILAT WALCH,1,6.99,6.99
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHARDONNAY AA PILAT WALCH,1,6.99,6.99
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHARDONNAY AA PILAT WALCH,1,6.99,6.99
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHARDONNAY AA PILAT WALCH,1,6.99,6.99
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHARDONNAY AA PILAT WALCH,1,6.99,6.99
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHARDONNAY AA PILAT WALCH,1,6.99,6.99
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHARDONNAY AA PILAT WALCH,1,6.99,6.99
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHARDONNAY AA PILAT WALCH,1,6.99,6.99
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 33 COCA COLA ZERO VAP,1,13.44,13.44
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL100 BITTER   CAMPARI 25.0,6,12.5,75.0
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL.100 VODKA RUSSIAN ST 40.0,1,11.1,11.1
2023-03-11,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,"CL 100 VODKA FJOROWKA 37,5",1,5.96,5.96
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,Riferimento: DDT Nr. 002933/29 del 13/11/2023,-1,0.0,0.0
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,BOUNTY gr 57 - pz. 24,1,15.6,15.6
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,KIT KAT SINGOLO X 24 - OMAGGIO,1,15.6,15.6
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,KINDER BUENO gr. 43 - pz. 30,1,25.0,25.0
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,KINDER BUENO WHITE Pz 30,1,25.0,25.0
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,M&MS ARACHIDE gr 45 - pz. 24,1,15.6,15.6
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,TWIX gr 50 - pz. 25,1,16.25,16.25
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,TWIX CARAMELLO SALATO GR 46 - PZ. 32,1,20.8,20.8
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,OREO ORIGINAL BISCOTTO Pz. 20,1,14.8,14.8
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,NOVI BARRETTE x 30 pz gusto fondente,1,17.4,17.4
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,MIKADO LATTE X 24,1,22.5,22.5
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,VIVIDENT FRESH BLAST BLUE X 20 AST. UPG.,1,27.0,27.0
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,RICOLA LIQUIRIZIA x 20 pz,1,31.62,31.62
2023-11-13,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,Spese,-1,0.3,0.3
2023-11-09,IT,06b9dc4c1da6,20124,MILANO,MI,In riferimento al Vostro Documento n.40A del 09/11/2023: Servizi Elettronici - Fee a Transazione,186,0.2,37.2
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,"PETTO DI POLLO KG2,5 ESTER.ATM",2,5.79,15.12
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,G280ROSMARINO FRANTUM.PET MC,1,3.59,3.59
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,KG1 BELLA LODI GRATTUGIATO,1,12.4,12.4
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,G1540 CONDIM.X RISO MC,1,6.79,6.79
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 45 COCA COLA ZERO PET,1,9.6,9.6
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 45 COCA COLA PET,1,19.2,19.2
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 33 COCA COLA VAP,1,13.44,13.44
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 33 COCA COLA ZERO VAP,1,13.44,13.44
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHAMP. VEUVE PELLETIER,1,83.94,83.94
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL50 ACQUA S.PELLEGRINO PET,1,8.4,8.4
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 BLANC DE BLANC CA ERNESTO,1,13.74,13.74
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,G800 FUNGH CHAMP TRIF NOVA,6,4.29,25.74
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,G65X18 CROISSANT VUOTO COLUMB,1,7.29,7.29
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,G77X18 CROISSANT CIOC COLUMB,1,8.09,8.09
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 40 ESTATHE LIMONE PET,1,8.76,8.76
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 40 ESTATHE LIMONE ZERO,1,8.76,8.76
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 40 ESTATHE PESCA ZERO,1,8.76,8.76
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 40 ESTATHE PESCA PET,1,8.76,8.76
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 40 ESTATHE PESCA PET,1,8.76,8.76
2023-04-29,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 40 ESTATHE LIMONE PET,1,8.76,8.76
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,"KG0,8/1,2 SALM SCOZZESE INTERO",0,38.49,37.03
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,"KG0,8/1,2 SALM SCOZZESE INTERO",0,38.49,36.95
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,G400 SALM NORV ROSA D NORD F.D,1,9.99,9.99
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,G400 SALM NORV ROSA D NORD F.D,1,9.99,9.99
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CIPOLLE CAN. R. TR. 1KG(IT II),1,3.69,3.69
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,KG1 BELLA LODI GRATTUGIATO,1,8.99,8.99
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,1/16 PARMIGIANO REGGIANO 30 M.,2,16.99,41.61
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,1/16 FORMAGGIO DURO ARO KG2 CA,2,6.99,14.54
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,152PZ ASCIUGAMANO PAC MP,1,20.8,20.8
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,KG1 AGNOLOTTO PIEMONTESE,1,9.99,9.99
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 PROS SPUM DOCG CA ERNESTO,1,20.34,20.34
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHAMP. VEUVE PELLETIER,1,71.94,71.94
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHAMP. VEUVE PELLETIER,1,71.94,71.94
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 BLANC DE BLANC CA ERNESTO,1,10.14,10.14
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL150 SAMBUCA MOLINARI 42 PAT,1,19.49,19.49
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL100 BITTER   CAMPARI 25.0,1,10.55,10.55
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 200 APERITIVO COLUMBUS 11.0,1,7.16,7.16
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,KG1 PIZZETTE BURRO MC,1,6.74,6.74
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL150 SAMBUCA MOLINARI 42 PAT,1,19.49,19.49
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,152PZ ASCIUGAMANO PAC MP,1,20.8,20.8
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,G1000 PANETT.CLASS.INCARTO ORO,1,11.99,11.99
2021-12-18,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,KG1 SALATINI 7GUSTI ARO,1,6.03,6.03
2021-11-07,IT,06b9dc4c1da6,20124,MILANO,MI,In riferimento al Vostro Documento n.16A del 05/11/2021: Servizi Elettronici - Fee a Transazione,76,0.15,11.4
2024-04-30,IT,23149869f757,142,ROMA,,CANONE TELEPASS,-1,1.5,1.5
2023-06-23,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,Riferimento: DDT Nr. 001638/29 del 13/06/2023,-1,0.0,0.0
2023-06-23,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,ESPO ENERVIT BREAK X 24 CARAMELLO,1,19.2,19.2
2023-06-23,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,ESPO ENERVIT BREAK X 24 COCCO,1,19.2,19.2
2023-06-23,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,ESPO ENERVIT BREAK X 24 ULTRACACAO,1,19.2,19.2
2023-06-23,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,MOROSITAS SUGARFREE ASS. X 24 PZ.,1,18.2,18.2
2023-06-23,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,FISHERMANS FRIEND LIQUIRIZIA SENZA ZUCCHERO x 24,1,26.8,26.8
2023-06-23,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,FISHERMANS FRIEND ORIGINAL X 24pz,1,26.8,26.8
2023-06-23,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,MILKA BROWNIE  gr. 50 - pz. 24,1,17.8,17.8
2023-06-23,IT,f7da5631dd0c,20095,CUSANO MILANINO,MI,Spese,-1,0.3,0.3
2024-04-04,IT,652e7a8b403b,20137,MILANO,MI,PATATA DOLCE BIANCA - Origine: BR Brasile,1,23.0,23.0
2024-04-04,IT,652e7a8b403b,20137,MILANO,MI,PATATA COLOMBA 5KG HORT. FR - Origine: FR Francia,10,0.7,7.0
2024-04-04,IT,652e7a8b403b,20137,MILANO,MI,CIPOLLA DORATA 5KG WATE  NL - Origine: NL Olanda,10,0.8,8.0
2024-04-04,IT,652e7a8b403b,20137,MILANO,MI,PORTURE,21,0.0041,0.09
2024-04-04,IT,652e7a8b403b,20137,MILANO,MI,.,-1,0.0,0.0
2024-04-04,IT,652e7a8b403b,20137,MILANO,MI,B.D.N.O.O. n. 0000233/001,-1,0.0,0.0
2024-04-04,IT,652e7a8b403b,20137,MILANO,MI,Merce notificata all'origine,-1,0.0,0.0
2024-04-04,IT,652e7a8b403b,20137,MILANO,MI,"In attuazione al REG.EU 2016/679 e del Consiglio 27/04/2016, in merito alla tutela del trattamento dei dati personali, la Nuovafrutta",-1,0.0,0.0
2024-04-04,IT,652e7a8b403b,20137,MILANO,MI,ha aggiornato le procedure relative. Per saperne di più consultare ilsito www.nuovafrutta.com sezione Privacy.,-1,0.0,0.0
2024-04-04,IT,652e7a8b403b,20137,MILANO,MI,Contributo ambientale CONAI assolto ove dovuto,-1,0.0,0.0
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 BLANC DE BLANC CA ERNESTO,1,10.74,10.74
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 BLANC DE BLANC CA ERNESTO,1,10.74,10.74
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL33 MENABREA 150 ANNIV.VAP,1,19.2,19.2
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL150 ACQUA NAT. S. ANNA PET,6,1.44,8.64
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL33 LEMONSODA LATT.,1,8.4,8.4
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 33 ICHNUSA NON FILTRATA  VP,1,20.64,20.64
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 50 ACQUA VERA FRIZ PET,1,2.88,2.88
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 50 ACQUA VERA FRIZ PET,1,2.88,2.88
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 50 ACQUA VERA FRIZ PET,1,2.88,2.88
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 50 ACQUA VERA FRIZ PET,1,2.88,2.88
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 50 ACQUA VERA NAT PET,1,2.88,2.88
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 50 ACQUA VERA NAT PET,1,2.88,2.88
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 50 ACQUA VERA NAT PET,1,2.88,2.88
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 50 ACQUA VERA NAT PET,1,2.88,2.88
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 200 ACQUA NAT.S.ANNA PET,1,1.8,1.8
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 200 ACQUA NAT.S.ANNA PET,1,1.8,1.8
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL50 ACQUA NAT. S. ANNA PET,1,4.8,4.8
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL50 ACQUA NAT. S. ANNA PET,1,4.8,4.8
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL50 ACQUA NAT. S. ANNA PET,1,4.8,4.8
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL150 ACQUA GAS. S. ANNA PET,1,1.44,1.44
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL50 ACQUA NAT. S. ANNA PET,1,4.8,4.8
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL50 ACQUA S.PELLEGRINO PET,1,7.92,7.92
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL.50 ACQUA PANNA NATURALEPET,1,7.92,7.92
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 40 ESTATHE PESCA PET,1,8.04,8.04
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 45 COCA COLA ZERO PET,1,7.56,7.56
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 20 ACE YOGA VAP,1,10.32,10.32
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 40 ESTATHE LIMONE PET,1,8.04,8.04
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL75 CHARDONNAY AA PILAT WALCH,12,7.99,95.88
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL 100 GRAPPA TRAD.NONINO 41.0,1,13.16,13.16
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,G800 SALSA TARTARA COLUMBUS TD,1,5.23,5.23
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,ML875 MAIONESE CLASS. COLUMBUS,1,3.16,3.16
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,TALEGGIO DOP 1P 1/4 G500 CA,0,5.98,3.17
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,KG1 BELLA LODI GRATTUGIATO,1,8.99,8.99
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,TRECCIONE AFFUM MC KG2 CA,1,8.99,14.55
2022-01-16,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,EDAMER KG3 CA,3,5.15,15.86
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,ST.GOLIA ACTIV PLUS X 24 IT,1,20.69,17.59
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,MOROSITAS SUGARFREE LIQ.,1,20.17,16.14
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,MOROSITAS SZ.ASS.X24 ST,1,20.17,16.14
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,GOLIA BIANCA STICKS X 24,1,20.17,16.34
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,FRISK PEPPER.NEW BOX X24 AST.,2,19.92,32.67
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,FRISK CHLOROPH.NEW BOX X12 AST,1,9.96,8.17
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,CHCH TBO RUOTA 200 PZ. PS,1,44.78,35.82
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,THE BIG BABOL T.FRUTTI 5X24,1,18.12,14.22
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,THE BIG BABOL PAN.FRA 5X24,1,18.12,14.22
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,BROOKLYN 9X20 CLORO,1,15.11,11.86
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,BROOKLYN 9X20 SPEARMINT,1,15.11,11.86
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,HAPPYDENT WHITE COMPLETE X20,1,29.79,24.73
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,DAYGUM PROTEX AST. X 20 NEW,1,29.8,24.29
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,DAYGUM PROTEX FRAG.GEL AST.X20,1,29.8,24.29
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,VIV.XYL SPEAR 10X40 UPGRADE,1,30.07,23.6
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,VIVIDENT ICE GRAPE X20 AST,1,29.8,24.29
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,VIGORSOL 40X10 P.,1,29.47,23.13
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,VIGORSOL AIR ACTION X 40,2,29.47,46.27
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,VIGORSOL AIR ACTION AST.X 20,1,29.0,23.64
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,VIGORSOL S.Z.ORIGINAL 40X10,1,29.47,23.13
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,Expo Viv Blast L.ed small,1,59.6,48.57
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,GOLIA ACTIV PLUS NEW AST.X20,1,28.83,23.93
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,Golia 13 erbe Euca  ASTx20,1,27.0,23.22
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,GOLIA 13 ERBE G. ALPINE FTB,1,27.0,23.22
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,"ACQUA VERA NAT. PET 24x0,5lt",4,0.0,0.0
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,"ACQUA VERA FRIZZ. PET 24x0,5lt",3,0.0,0.0
2022-09-09,IT,cde21a4ed0cf,20045,Lainate,MI,SPESE ACCESSORIE,1,0.77,0.77
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,FRISK PEPPER.NEW BOX X24 AST.,1,15.6,15.36
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,FRISK CHLOROPH.NEW BOX X12 AST,3,7.8,23.04
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,Goleador Dribbling Rainbow,1,9.01,8.5
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,THE BIG BABOL T.FRUTTI 5X24,1,13.4,12.64
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,BROOKLYN 9X20 CLORO,1,11.17,10.54
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,HAPPYDENT WHITE COMPLETE X20,1,23.47,22.14
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,DAYGUM MICROTECH X20 UPGRADE,1,23.02,21.72
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,VIV.XYL SPEAR 10X40 UPGRADE,1,22.23,20.97
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,VIGORSOL 40X10 P.,1,21.78,20.55
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,VIGORSOL AIR ACTION X 40,1,21.78,20.55
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,VIGORSOL AIR ACTION AST.X 20,1,22.33,21.07
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,GOLIA ACTIV PLUS NEW AST.X20,1,23.32,22.0
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,ACQUA NORDA 50 CL.X24 PET NATURALE,2,0.0,0.0
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,Gel igienizz. Tubo 6x75 ml,1,0.0,0.0
2021-02-19,IT,cde21a4ed0cf,20045,Lainate,MI,SPESE ACCESSORIE,1,0.77,0.77
2023-07-31,IT,7e308f24ef0b,40127,Bologna,BO,LATTE CLAM DA AQ 1L REX,18,1.3,23.4
2023-07-31,IT,7e308f24ef0b,40127,Bologna,BO,UOVA ALLEVATE ALL'APERTO X6,6,1.51,9.06
2023-07-31,IT,7e308f24ef0b,40127,Bologna,BO,LATTE CLAM DA AQ 1L REX,12,1.3,15.6
2023-07-31,IT,7e308f24ef0b,40127,Bologna,BO,MOZZARELLA 125G X12 GRANAROLO,12,0.98,11.76
2023-07-31,IT,7e308f24ef0b,40127,Bologna,BO,BEV SOIA BARISTA UHT 1L STELO,4,1.49,5.96
2023-07-31,IT,7e308f24ef0b,40127,Bologna,BO,UOVA ALLEVATE ALL'APERTO X6,4,1.51,6.04
2023-07-31,IT,7e308f24ef0b,40127,Bologna,BO,LATTE GRANAROLO DA AQ 1 LT PET,12,1.3,15.6
2020-01-19,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL50 ACQUA VERA FRIZZ.PET,1,3.12,3.12
2020-01-19,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL50 ACQUA VERA FRIZZ.PET,1,3.12,3.12
2020-01-19,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL50 ACQUA VERA FRIZZ.PET,1,3.12,3.12
2020-01-19,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL50 ACQUA VERA FRIZZ.PET,1,3.12,3.12
2020-01-19,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL150ACQUA VERA FRIZZ. PET,6,1.08,6.48
2020-01-19,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL10 CRODINO VAP,6,3.8,22.8
2020-01-19,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL150 ACQUA PANNA NATURALE,1,1.92,1.92
2020-01-19,IT,dde05c5a9e8b,20097,SAN DONATO MILANESE,MI,CL150 ACQUA PANNA NATURALE,1,1.92,1.92
